"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000105429",2480.67829726858,0.793446689362446,0.0540436596716442,14.6815869647472,8.45873369125418e-49,1.41496776508803e-47,"1954","1954","multiple EGF like domains 8"
"ENSG00000197622",1612.39438453865,0.846909375330281,0.0576892163584957,14.6805491353422,8.5892032206921e-49,1.43516539431587e-47,"56882","56882","CDC42 small effector 1"
"ENSG00000133895",375.854047751564,-1.49853562463839,0.102143123252023,-14.670939921633,9.89646047393301e-49,1.65172373113583e-47,"4221","4221","menin 1"
"ENSG00000167566",810.072312955192,-1.04445487997776,0.071320632273605,-14.6444983265284,1.46075447926079e-48,2.43525102678121e-47,"57701","57701","NCK associated protein 5 like"
"ENSG00000137752",298.60691955271,1.75903223491698,0.120211441098957,14.6328187969143,1.73449497750294e-48,2.88834524809011e-47,"834","834","caspase 1"
"ENSG00000142949",3207.45790454765,-0.768100212167199,0.0525532877604652,-14.6156452792859,2.2322931698979e-48,3.71310636174449e-47,"5792","5792","protein tyrosine phosphatase receptor type F"
"ENSG00000115419",2945.90524092175,-0.683047560946071,0.0467562140664002,-14.6087012087003,2.47185336934139e-48,4.10695096973681e-47,"2744","2744","glutaminase"
"ENSG00000169855",2399.22245309467,0.709873274586418,0.0485928500023254,14.6085951853503,2.47570268819962e-48,4.10871962448787e-47,"6091","6091","roundabout guidance receptor 1"
"ENSG00000164134",1202.42185098679,-0.917932170586132,0.0628417000773119,-14.6070550201034,2.53229803109923e-48,4.19792417425147e-47,"80155","80155","N-alpha-acetyltransferase 15, NatA auxiliary subunit"
"ENSG00000013297",3890.38900873251,-2.90578849584538,0.198946772026378,-14.6058589754857,2.5771349872983e-48,4.26745786785625e-47,"5010","5010","claudin 11"
"ENSG00000105223",7101.06138841925,0.639795821280561,0.0438382584570434,14.5944625493617,3.0460369236746e-48,5.038254346625e-47,"23646","23646","phospholipase D family member 3"
"ENSG00000115594",2297.59335914873,2.15205095026834,0.147470564297107,14.5930881903498,3.10803835499711e-48,5.13505015561336e-47,"3554","3554","interleukin 1 receptor type 1"
"ENSG00000143476",150.445624494916,-2.75839058632263,0.189069738089541,-14.5892759687237,3.28667187054887e-48,5.42411149642932e-47,"51514","51514","denticleless E3 ubiquitin protein ligase homolog"
"ENSG00000112081",2620.17235534339,-0.71990621476335,0.0493626887369762,-14.5840154412839,3.55006616128933e-48,5.85225431772769e-47,"6428","6428","serine and arginine rich splicing factor 3"
"ENSG00000127947",1889.22340822042,0.761200763661205,0.0522022380461139,14.5817649233503,3.6690699256692e-48,6.04168054501377e-47,"5782","5782","protein tyrosine phosphatase non-receptor type 12"
"ENSG00000167460",25443.2797392495,-0.580391745459492,0.0398410449528546,-14.5676838081504,4.50921833240799e-48,7.41683470193394e-47,"7171","7171","tropomyosin 4"
"ENSG00000155508",932.976124410115,1.02769259040458,0.0705490933192023,14.5670559613678,4.5508434919616e-48,7.47696490873067e-47,"9337","9337","CCR4-NOT transcription complex subunit 8"
"ENSG00000128165",218.128289916342,-2.25959669801541,0.155149700384704,-14.5639771937205,4.7605626561083e-48,7.81282996976883e-47,"79924","79924","adrenomedullin 2"
"ENSG00000115520",1104.14207793202,0.980988581763115,0.0674790926362542,14.5376670526845,6.99357250552165e-48,1.14647965273852e-46,"80219","80219","coenzyme Q10B"
"ENSG00000086696",115.856944688105,4.62177742406453,0.318018506096067,14.533045516126,7.48186583910172e-48,1.22516591109996e-46,"3294","3294","hydroxysteroid 17-beta dehydrogenase 2"
"ENSG00000107290",2328.33825563979,0.753612829624467,0.051871646607683,14.5284154043578,8.0050837151961e-48,1.30939030082043e-46,"23064","23064","senataxin"
"ENSG00000099204",322.588263962327,-1.86779889903728,0.128577342722816,-14.5266565592652,8.21324781928577e-48,1.34195191944344e-46,"3983","3983","actin binding LIM protein 1"
"ENSG00000110492",1272.490821962,0.865416923874161,0.0596108482523677,14.5177756942888,9.34951199455444e-48,1.52591482265106e-46,"4192","4192","midkine"
"ENSG00000169499",397.203460315428,-1.4961783989057,0.103091697035477,-14.5130834192284,1.00117039140394e-47,1.63218430439489e-46,"59339","59339","pleckstrin homology domain containing A2"
"ENSG00000115365",526.857384370591,-1.35690144452558,0.0935051925484427,-14.5115090140326,1.0244187951669e-47,1.66824226312278e-46,"10314","10314","LanC like glutathione S-transferase 1"
"ENSG00000124207",1626.38985650443,-0.808003039107164,0.0556945533135643,-14.5077568816837,1.08201352627719e-47,1.76009124219335e-46,"1434","1434","chromosome segregation 1 like"
"ENSG00000126950",589.660679057017,1.36128337627874,0.0939023664763831,14.4967952071912,1.26939669862968e-47,2.0626298338747e-46,"59353","59353","transmembrane protein 35A"
"ENSG00000117335",2966.93143858117,0.650346980834179,0.0448706255954001,14.493824683845,1.32551813452006e-47,2.15145154639262e-46,"4179","4179","CD46 molecule"
"ENSG00000143469",154.097372688971,2.60925835791098,0.180075238466569,14.4898231435378,1.40504116366431e-47,2.27801948667068e-46,"255928","255928","synaptotagmin 14"
"ENSG00000080815",1575.5663847253,0.821591685636355,0.0567201027082135,14.4850175935486,1.50684074932451e-47,2.44038731235277e-46,"5663","5663","presenilin 1"
"ENSG00000103489",1421.73133195981,-1.8203635608444,0.125738660334709,-14.4773576877525,1.68449160526421e-47,2.72510845877941e-46,"64131","64131","xylosyltransferase 1"
"ENSG00000204843",4456.2854513079,-0.609701206624367,0.0421352591748552,-14.4700950834121,1.87213192224361e-47,3.02534878212291e-46,"1639","1639","dynactin subunit 1"
"ENSG00000049860",3011.82689505665,0.694643828770647,0.0480229649215089,14.4648259412139,2.0211562733394e-47,3.26259733663561e-46,"3074","3074","hexosaminidase subunit beta"
"ENSG00000143228",132.19342759075,-2.80268474739792,0.193869098106766,-14.4565832036545,2.27830156228835e-47,3.67366789617512e-46,"83540","83540","NUF2 component of NDC80 kinetochore complex"
"ENSG00000100526",104.744101453092,-3.67074798246433,0.253925544086643,-14.4560012489795,2.29764118099102e-47,3.70080764021196e-46,"1033","1033","cyclin dependent kinase inhibitor 3"
"ENSG00000106004",133.552068969642,-2.71531484465486,0.188146273202989,-14.4319353151648,3.25809009606108e-47,5.24207865619249e-46,"3202","3202","homeobox A5"
"ENSG00000078699",513.456524826739,1.2622034145832,0.0874712432602589,14.4299242532507,3.3544932214952e-47,5.39130642591941e-46,"9139","9139","CBFA2/RUNX1 partner transcriptional co-repressor 2"
"ENSG00000105327",323.585902729794,1.70928708399158,0.118481405317767,14.4266273632329,3.5187137237681e-47,5.64908621115065e-46,"27113","27113","BCL2 binding component 3"
"ENSG00000141562",774.089184637839,1.075821869675,0.0745848361817104,14.4241366576711,3.64806147225156e-47,5.85038032191299e-46,"26502","26502","nuclear prelamin A recognition factor"
"ENSG00000091483",931.676626161175,-1.07687253582205,0.0747112464213115,-14.4137942733461,4.23775200950664e-47,6.788685466695e-46,"2271","2271","fumarate hydratase"
"ENSG00000114770",871.056144025231,1.09529002380181,0.0760137575533914,14.4091024974326,4.53566053390126e-47,7.25804072854438e-46,"10057","10057","ATP binding cassette subfamily C member 5"
"ENSG00000166508",1110.83187141445,-0.967935692683383,0.0671970177680417,-14.4044441975776,4.85205386855647e-47,7.75592662802623e-46,"4176","4176","minichromosome maintenance complex component 7"
"ENSG00000151725",132.714236498326,-3.03907518287978,0.211017229420548,-14.402023906887,5.02501561980356e-47,8.02371000590711e-46,"79682","79682","centromere protein U"
"ENSG00000146676",1766.02079949576,0.897915814327761,0.0623832211147553,14.3935468268948,5.68063469804828e-47,9.06076587405453e-46,"5814","5814","purine rich element binding protein B"
"ENSG00000156802",380.230061569809,-1.58603603365402,0.110194418281254,-14.3930705238256,5.71990001965198e-47,9.11354264470252e-46,"29028","29028","ATPase family AAA domain containing 2"
"ENSG00000083857",10674.3144621063,-0.854113645854962,0.0593720908649346,-14.3857767751178,6.3560446087592e-47,1.01161900925171e-45,"2195","2195","FAT atypical cadherin 1"
"ENSG00000137573",468.575418938082,-1.58412062073408,0.110265751281969,-14.366388496127,8.41040534026821e-47,1.33714569386118e-45,"23213","23213","sulfatase 1"
"ENSG00000026508",38306.3649178062,0.462961971087653,0.0322531820141405,14.3539936892019,1.00574779022852e-46,1.59728771765678e-45,"960","960","CD44 molecule (IN blood group)"
"ENSG00000196557",575.657318817426,1.23516419405306,0.086090048059069,14.3473516614321,1.10683805258637e-46,1.75594501374832e-45,"8912","8912","calcium voltage-gated channel subunit alpha1 H"
"ENSG00000106991",3877.96487242999,-0.763290514807343,0.0532062259983764,-14.3458871679911,1.13045362452643e-46,1.79148364943748e-45,"2022","2022","endoglin"
"ENSG00000175455",1377.36404607201,1.00373016921514,0.0700438361749031,14.3300285082726,1.42062275841961e-46,2.24891289460546e-45,"64770","64770","coiled-coil domain containing 14"
"ENSG00000104219",812.214614797284,-1.03237605244749,0.072047770861285,-14.3290491864785,1.44079675158015e-46,2.27840463802932e-45,"51201","51201","zinc finger DHHC-type palmitoyltransferase 2"
"ENSG00000167772",796.226394137251,1.07084936095005,0.0747587116077819,14.3240745850224,1.54776061428524e-46,2.44493148856151e-45,"51129","51129","angiopoietin like 4"
"ENSG00000119777",2246.18795748748,-0.72585239357067,0.0507211609684458,-14.3106423376671,1.87770946216596e-46,2.96296528393547e-45,"54867","54867","transmembrane protein 214"
"ENSG00000069956",2277.40749651423,0.769069603894201,0.0538138514654792,14.2912945821681,2.47956783420601e-46,3.90849827199524e-45,"5597","5597","mitogen-activated protein kinase 6"
"ENSG00000149212",195.716908291826,-2.19037607293855,0.153288237092665,-14.2892639023204,2.55293584843601e-46,4.01985224203041e-45,"143686","143686","sestrin 3"
"ENSG00000185222",2498.69838580988,0.730767395574285,0.0511465502707161,14.2877162136326,2.61030070048231e-46,4.10579707195267e-45,"51186","51186","transcription elongation factor A like 9"
"ENSG00000153250",1532.89202135939,0.805059480737889,0.0564290265225342,14.2667618130254,3.52573889929766e-46,5.53980316509453e-45,"5937","5937","RNA binding motif single stranded interacting protein 1"
"ENSG00000066739",1094.32564445053,0.905434470902782,0.0634972788038889,14.2594216312673,3.91687211384105e-46,6.14782246463946e-45,"55102","55102","autophagy related 2B"
"ENSG00000157593",2330.20792712732,0.707641201542007,0.0496728237238878,14.2460433792835,4.74409020015061e-46,7.43828977821702e-45,"347734","347734","solute carrier family 35 member B2"
"ENSG00000147548",1603.58103601774,0.83985502727859,0.0589736643487873,14.241187766652,5.08552755581446e-46,7.96516704442533e-45,"54904","54904","nuclear receptor binding SET domain protein 3"
"ENSG00000175115",1282.32730580757,-0.975116145646744,0.06854794472397,-14.2253155739878,6.38158236526193e-46,9.98450331040027e-45,"55690","55690","phosphofurin acidic cluster sorting protein 1"
"ENSG00000148484",2396.33979619432,-0.795445743051417,0.0561244078384276,-14.1729021950907,1.34811840286568e-45,2.107006241089e-44,"6251","6251","Ras suppressor protein 1"
"ENSG00000101577",1458.76033776367,0.921248546761448,0.0650118839370146,14.1704637824983,1.3957566153836e-45,2.17915270935129e-44,"9663","9663","lipin 2"
"ENSG00000103051",720.820133048306,-1.0866591069863,0.0767143789993508,-14.1649990674564,1.50868924566239e-45,2.35298109201933e-44,"25839","25839","component of oligomeric golgi complex 4"
"ENSG00000134982",1108.79298518954,-0.90904397656037,0.0641829483829514,-14.1633252984345,1.54506469012488e-45,2.40716836727586e-44,"324","324","APC regulator of WNT signaling pathway"
"ENSG00000135451",112.071656447199,-3.11046222373778,0.21970554766672,-14.157413214054,1.68067672203142e-45,2.61568611359193e-44,"10024","10024","trophinin associated protein"
"ENSG00000086200",274.874613556463,-1.7128962651893,0.121041176062205,-14.1513518036955,1.83201436499104e-45,2.84821284942863e-44,"51194","51194","importin 11"
"ENSG00000132640",1324.90921764188,0.837620260863619,0.0592663868729117,14.133141989232,2.37315157999948e-45,3.68562930645393e-44,"22903","22903","BTB domain containing 3"
"ENSG00000118217",1013.56309749992,-0.916727630831804,0.0648906533653433,-14.1272676924749,2.57960305224337e-45,4.00204662805454e-44,"22926","22926","activating transcription factor 6"
"ENSG00000132294",2431.09250456239,0.737605986125104,0.0522238036939634,14.123942224652,2.70429944820014e-45,4.19109601457404e-44,"23167","23167","EFR3 homolog A"
"ENSG00000132334",127.772488179998,3.17205811336962,0.224706953979191,14.1164216647402,3.0088620965347e-45,4.65821105690168e-44,"5791","5791","protein tyrosine phosphatase receptor type E"
"ENSG00000161888",109.919749166068,-3.1384973802056,0.222353206918698,-14.1149184385416,3.07371356744712e-45,4.75362368701413e-44,"147841","147841","SPC24 component of NDC80 kinetochore complex"
"ENSG00000104312",873.047625415378,1.10931065970586,0.0786038738934926,14.1126716122028,3.17324696253249e-45,4.90241734923606e-44,"8767","8767","receptor interacting serine/threonine kinase 2"
"ENSG00000164683",145.840119518095,2.61276644350245,0.185176359293443,14.1096112563812,3.31399763552644e-45,5.11451057683652e-44,"23462","23462","hes related family bHLH transcription factor with YRPW motif 1"
"ENSG00000130939",2003.76871125387,0.737284394392621,0.0522784645613093,14.1030231201219,3.63842901577938e-45,5.60933978043982e-44,"10277","10277","ubiquitination factor E4B"
"ENSG00000084636",2422.09443350296,-0.737776499939455,0.0523312422922889,-14.0982034368439,3.89561258339035e-45,5.99956869053667e-44,"1307","1307","collagen type XVI alpha 1 chain"
"ENSG00000162878",212.135965938887,-1.99498830520299,0.141622494193733,-14.0866626912667,4.58733392458154e-45,7.05751039867321e-44,"91461","91461","protein kinase domain containing, cytoplasmic"
"ENSG00000181045",508.15756832817,1.31065741580633,0.0930603383271638,14.0839528349722,4.76672109686571e-45,7.32585448574548e-44,"284129","284129","solute carrier family 26 member 11"
"ENSG00000164330",138.175426165247,2.74368955625127,0.195029611902174,14.0680665335451,5.96788082367926e-45,9.16234273387761e-44,"1879","1879","EBF transcription factor 1"
"ENSG00000166479",2592.35524150785,0.712337089203134,0.0506433080491782,14.0657693314861,6.1648767298531e-45,9.45494711769778e-44,"54495","54495","thioredoxin related transmembrane protein 3"
"ENSG00000113504",622.130683443811,1.23103130796438,0.0875234277967861,14.0651633391532,6.21791327907543e-45,9.52638551604142e-44,"10723","10723","solute carrier family 12 member 7"
"ENSG00000065243",786.669893079614,-1.04806994712954,0.0745290930611548,-14.0625613982656,6.4508434336468e-45,9.87300249170382e-44,"5586","5586","protein kinase N2"
"ENSG00000176771",602.899545368929,1.16790504930356,0.0830670192320948,14.059792443501,6.70826688058535e-45,1.02563491768038e-43,"344148","344148","NCK associated protein 5"
"ENSG00000113578",216.344421819491,-1.92350974553656,0.136836413972393,-14.057002004778,6.97802729325383e-45,1.06577447913734e-43,"2246","2246","fibroblast growth factor 1"
"ENSG00000176641",743.837180338663,1.17673559717015,0.0837249885461196,14.0547716709684,7.20138006079365e-45,1.0987503765972e-43,"220441","220441","ring finger protein 152"
"ENSG00000206503",5359.70889157034,0.633843459885172,0.0451562883950157,14.0366598410496,9.29933633798524e-45,1.41738025134953e-43,"3105","3105","major histocompatibility complex, class I, A"
"ENSG00000050344",731.415019309619,-1.08819490851764,0.0775665877432432,-14.0291708089535,1.03352912952982e-44,1.57365209257821e-43,"9603","9603","NFE2 like bZIP transcription factor 3"
"ENSG00000103335",4817.25444110112,-0.624692955587933,0.0445443631029181,-14.0240630255416,1.11069366615932e-44,1.68939941757882e-43,"9780","9780","piezo type mechanosensitive ion channel component 1 (Er blood group)"
"ENSG00000163378",395.808856506343,-1.45345707823443,0.103678870170015,-14.0188360063243,1.1955952980534e-44,1.81666457543563e-43,"285203","285203","EGF domain specific O-linked N-acetylglucosamine transferase"
"ENSG00000103549",1005.84816058531,-0.908850369593266,0.0648503279950008,-14.0145840073982,1.26939904359315e-44,1.92682237542936e-43,"9810","9810","ring finger protein 40"
"ENSG00000185896",8562.75495261794,0.557280200571396,0.0397937024261035,14.0042309862034,1.46860790157825e-44,2.22691068652471e-43,"3916","3916","lysosomal associated membrane protein 1"
"ENSG00000101972",1899.05288425372,0.765686291452083,0.0546808896668492,14.0028133433295,1.49820416480669e-44,2.2694562882503e-43,"10735","10735","STAG2 cohesin complex component"
"ENSG00000168268",2860.95399434387,-0.64576054179985,0.0461413611671695,-13.9952642372267,1.66609287155754e-44,2.52118299763692e-43,"64943","64943","5'-nucleotidase domain containing 2"
"ENSG00000166340",2621.97388980401,0.843181101599189,0.0603394825504695,13.973953139123,2.24794699242147e-44,3.39817724653549e-43,"1200","1200","tripeptidyl peptidase 1"
"ENSG00000108953",8631.63619695382,-0.503280819550568,0.0360203091835458,-13.9721404662586,2.30590758458958e-44,3.48222727769034e-43,"7531","7531","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon"
"ENSG00000152784",387.721932839438,-1.4617754627826,0.104624223600829,-13.9716732174728,2.32108746168817e-44,3.50156691306209e-43,"56978","56978","PR/SET domain 8"
"ENSG00000196083",304.91284983208,1.59297137925622,0.114079553455053,13.9636887681529,2.59640026563742e-44,3.91289984874509e-43,"3556","3556","interleukin 1 receptor accessory protein"
"ENSG00000198742",1362.75194560635,0.856707991440127,0.0613919014926614,13.9547394788307,2.94375419445791e-44,4.43185197806449e-43,"57154","57154","SMAD specific E3 ubiquitin protein ligase 1"
"ENSG00000104611",341.602045999942,-1.52842367607056,0.109534026273228,-13.9538710305232,2.9798289757518e-44,4.48158987851601e-43,"63898","63898","SH2 domain containing 4A"
"ENSG00000164023",487.944507761483,-1.5309012990572,0.109741926764504,-13.9500129457574,3.14548294789603e-44,4.72591195654359e-43,"166929","166929","sphingomyelin synthase 2"
"ENSG00000136160",116.020156908482,4.74565669307322,0.340483858721877,13.9379784724235,3.72337488303501e-44,5.58847131478114e-43,"1910","1910","endothelin receptor type B"
"ENSG00000185716",546.508725703003,1.2337950800581,0.0885435670003248,13.9343277197492,3.91872859752566e-44,5.87570342763146e-43,"730094","730094","modulator of smoothened"
"ENSG00000180964",551.523062865985,-1.19251876841659,0.0857083356692362,-13.9136848137938,5.23133677629254e-44,7.83585206065179e-43,"90843","90843","transcription elongation factor A like 8"
"ENSG00000179051",1876.89672122939,0.750218160770035,0.0539812549779536,13.8977532307545,6.53610283970689e-44,9.7802901923971e-43,"55920","55920","regulator of chromosome condensation 2"
"ENSG00000165655",661.078063498169,1.08264007519436,0.0779794432110964,13.883659982844,7.95746586832319e-44,1.18950811976941e-42,"84858","84858","zinc finger protein 503"
"ENSG00000197905",124.910001773902,-2.87371231552435,0.207138072312118,-13.8734144015505,9.18007184033112e-44,1.3708783393952e-42,"7004","7004","TEA domain transcription factor 4"
"ENSG00000166803",146.18021274968,-2.60919745283274,0.188086533321804,-13.872324651593,9.32063487522996e-44,1.39046154650296e-42,"9768","9768","PCNA clamp associated factor"
"ENSG00000164109",313.091345647313,-1.63644366966357,0.118040666386708,-13.8633889468439,1.05569840204622e-43,1.57331052765554e-42,"4085","4085","mitotic arrest deficient 2 like 1"
"ENSG00000136193",3907.66946924895,-0.596823992763527,0.0431179930811097,-13.84164591429,1.42896718945252e-43,2.12744519810115e-42,"9805","9805","secernin 1"
"ENSG00000178033",760.754352590531,1.04890228100481,0.0758972038366524,13.8200385255599,1.92966547999279e-43,2.8699883560296e-42,"254228","254228","calcium homeostasis modulator family member 5"
"ENSG00000174437",10739.5444912693,0.49269005681299,0.0356553765620616,13.8181139653768,1.98194790590144e-43,2.94477939613996e-42,"488","488","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"ENSG00000213614",620.541038823589,1.12106726065492,0.0811319978504464,13.8178189907442,1.99008475993166e-43,2.95389442133115e-42,"3073","3073","hexosaminidase subunit alpha"
"ENSG00000176853",1723.839657669,0.782823501591702,0.0566791958110283,13.8114786279198,2.17324488093662e-43,3.22251808777275e-42,"157769","157769","family with sequence similarity 91 member A1"
"ENSG00000113732",2763.38010349912,0.660175854641264,0.0478037816166956,13.8101177838762,2.2146918133623e-43,3.28067901750475e-42,"8992","8992","ATPase H+ transporting V0 subunit e1"
"ENSG00000173905",2411.57905659322,-0.669043521082722,0.0485332418529334,-13.7852633687664,3.12623588377827e-43,4.62632740514189e-42,"27333","27333","golgi integral membrane protein 4"
"ENSG00000165661",461.962873453072,-1.29599952538354,0.0941463312401385,-13.7657995623626,4.09330363226216e-43,6.05136290484929e-42,"169714","169714","quiescin sulfhydryl oxidase 2"
"ENSG00000125772",489.957074670445,1.25314269835311,0.0910517231526752,13.7629761959787,4.25637261563827e-43,6.28613829540811e-42,"56261","56261","glycerophosphocholine phosphodiesterase 1"
"ENSG00000166741",281.798638811603,-1.99874085655367,0.145239091040256,-13.7617279359018,4.33051321837814e-43,6.38923920239511e-42,"4837","4837","nicotinamide N-methyltransferase"
"ENSG00000162733",4828.25859193689,-0.83892497481481,0.0609850213679714,-13.7562463043655,4.67160203302471e-43,6.88559604348118e-42,"4921","4921","discoidin domain receptor tyrosine kinase 2"
"ENSG00000088756",220.275890011078,2.00230856877426,0.145572398300356,13.7547268036551,4.77079453087565e-43,7.02478068947499e-42,"79822","79822","Rho GTPase activating protein 28"
"ENSG00000272886",595.709298536438,1.19457764351065,0.0869275579415142,13.7422202095494,5.67096744610657e-43,8.34191961115217e-42,"55802","55802","decapping mRNA 1A"
"ENSG00000163535",276.38679385193,-1.60379043804222,0.116792318376302,-13.731985633463,6.53185182636539e-43,9.59869938707121e-42,"151246","151246","shugoshin 2"
"ENSG00000035687",1560.30841619286,0.770112384092956,0.0560939214132244,13.7289810498326,6.80842924705156e-43,9.99518060805957e-42,"159","159","adenylosuccinate synthase 2"
"ENSG00000187231",458.59703666929,1.25214584094487,0.0912118118689387,13.7278913255672,6.91159341044228e-43,1.01365456439031e-41,"91404","91404","SEC14 and spectrin domain containing 1"
"ENSG00000120093",675.861409346693,-1.36555966399165,0.0995407450055762,-13.7185999955612,7.85678472236492e-43,1.15113209328473e-41,"3213","3213","homeobox B3"
"ENSG00000182253",254.822566475906,1.70802074434309,0.124587129175202,13.7094478029201,8.91336011733132e-43,1.30464003145939e-41,"23336","23336","synemin"
"ENSG00000138119",12760.3532637632,-0.716273823979021,0.0522593483642497,-13.7061376844304,9.32934378847211e-43,1.36417381818749e-41,"26509","26509","myoferlin"
"ENSG00000164032",2443.64189910975,-0.738531861140819,0.0539317604856105,-13.6938207559137,1.10540409328797e-42,1.61476554379908e-41,"3015","3015","H2A.Z variant histone 1"
"ENSG00000165072",137.02854136033,-2.55397676764621,0.186509148282231,-13.6935736995671,1.10916993839672e-42,1.61866402285908e-41,"256691","256691","MAM domain containing 2"
"ENSG00000137819",309.510916521103,1.8801591105733,0.13731909374542,13.6918986230639,1.1350416822448e-42,1.65478310077469e-41,"54852","54852","progestin and adipoQ receptor family member 5"
"ENSG00000181222",3357.08535559593,-0.667075236687015,0.0487281922872554,-13.6897185258704,1.16961455059203e-42,1.70193728589959e-41,"5430","5430","RNA polymerase II subunit A"
"ENSG00000187193",162.794814534467,2.37003460402586,0.17312521353854,13.68971367939,1.16969256330635e-42,1.70193728589959e-41,"4501","4501","metallothionein 1X"
"ENSG00000170581",1671.32056775132,0.736979610864616,0.0538389402937873,13.688598008116,1.18778971617759e-42,1.72656645049105e-41,"6773","6773","signal transducer and activator of transcription 2"
"ENSG00000173674",1312.21584422642,-0.831698013592459,0.0607642397050145,-13.6872940010442,1.20929513047959e-42,1.7560964916433e-41,"1964","1964","eukaryotic translation initiation factor 1A X-linked"
"ENSG00000112419",1678.55047737626,0.817762759152215,0.0597559280399523,13.6850482617468,1.24724311374858e-42,1.80942231074205e-41,"9749","9749","phosphatase and actin regulator 2"
"ENSG00000122952",428.865646082058,-1.33466697989709,0.0975699418240643,-13.6790793859827,1.35396030903781e-42,1.96231143413986e-41,"11130","11130","ZW10 interacting kinetochore protein"
"ENSG00000152332",5471.59830406256,0.64841069000406,0.0474112598518332,13.676301621818,1.40667425043481e-42,2.03670970470218e-41,"127933","127933","U2AF homology motif kinase 1"
"ENSG00000111640",37624.3759959528,-0.432506208704015,0.0316270977108976,-13.6751785654675,1.42856168324277e-42,2.06637245829057e-41,"2597","2597","glyceraldehyde-3-phosphate dehydrogenase"
"ENSG00000122550",836.12807707849,0.964543782953477,0.070551106700641,13.6715613412867,1.50138731100949e-42,2.16958554227561e-41,"55975","55975","kelch like family member 7"
"ENSG00000123080",131.552292323887,-2.7571401890218,0.201695674815989,-13.669803239644,1.53810519595416e-42,2.22047006468764e-41,"1031","1031","cyclin dependent kinase inhibitor 2C"
"ENSG00000163808",109.837962751288,-3.0009715092921,0.219608373205922,-13.6651051391294,1.6406663959316e-42,2.36621622732892e-41,"56992","56992","kinesin family member 15"
"ENSG00000185551",3215.92055973447,-0.696732740747787,0.0511417597589134,-13.6235582043372,2.90082676475584e-42,4.17957012570387e-41,"7026","7026","nuclear receptor subfamily 2 group F member 2"
"ENSG00000254004",590.960074191084,1.19763978105669,0.0880746174874918,13.5980128579812,4.11461441830114e-42,5.92263620757219e-41,"339324","339324","zinc finger protein 260"
"ENSG00000114423",587.028246816178,1.34542124006113,0.0990688326107842,13.5806711818938,5.214638457459e-42,7.49871109174953e-41,"868","868","Cbl proto-oncogene B"
"ENSG00000058056",413.374006846102,-1.30683151045241,0.0962749924030182,-13.5739456096954,5.71603307430144e-42,8.21171879048134e-41,"8975","8975","ubiquitin specific peptidase 13"
"ENSG00000008083",714.524156011587,1.21827857128439,0.0897699925009091,13.5711114298249,5.94142285687049e-42,8.52721331033727e-41,"3720","3720","jumonji and AT-rich interaction domain containing 2"
"ENSG00000119900",1433.23487512057,1.06808939426088,0.0787930581381372,13.5556281162274,7.33812982615486e-42,1.05215517449066e-40,"79627","79627","opioid growth factor receptor like 1"
"ENSG00000124225",648.848705705964,1.20038122008161,0.0885799849876946,13.5513820672736,7.77522831697411e-42,1.11374484066637e-40,"56937","56937","prostate transmembrane protein, androgen induced 1"
"ENSG00000104870",967.818138855953,0.940319571022904,0.0694068493767703,13.5479362550869,8.14890869553361e-42,1.16613965949469e-40,"2217","2217","Fc gamma receptor and transporter"
"ENSG00000115355",972.123250895588,-0.977961815740382,0.0722083350627973,-13.5436139732329,8.64298815315313e-42,1.23564580631416e-40,"55704","55704","coiled-coil domain containing 88A"
"ENSG00000165914",397.153719162889,-1.31162897344805,0.0969290140404911,-13.531850978079,1.01436949630625e-41,1.44879066297216e-40,"145567","145567","tetratricopeptide repeat domain 7B"
"ENSG00000104695",1312.0644941882,-0.801031974520021,0.0592086099480386,-13.5289778838417,1.05480031470219e-41,1.50507967534971e-40,"5516","5516","protein phosphatase 2 catalytic subunit beta"
"ENSG00000114315",123.781913522491,2.76971002040867,0.204734711706045,13.5282873985012,1.06475347351553e-41,1.51781379210127e-40,"3280","3280","hes family bHLH transcription factor 1"
"ENSG00000073921",4975.09609906259,-0.593822702839041,0.0439033544059931,-13.5256795493964,1.10319482949108e-41,1.57109425813816e-40,"8301","8301","phosphatidylinositol binding clathrin assembly protein"
"ENSG00000157870",391.29276401127,-1.33327287068436,0.0986171405065484,-13.5196869817557,1.19683956268961e-41,1.70281300944287e-40,"127281","127281","peroxiredoxin like 2B"
"ENSG00000135931",1092.1175946251,0.920303878619785,0.0680756743144372,13.5188360289897,1.2107632075359e-41,1.72096342620276e-40,"80210","80210","armadillo repeat containing 9"
"ENSG00000101745",918.790295193852,0.953062088133963,0.0705165649952254,13.5154355320412,1.26803033326164e-41,1.80062748190012e-40,"23253","23253","ankyrin repeat domain 12"
"ENSG00000138031",733.006943715998,0.999693699791094,0.0739857373636011,13.5119785976873,1.32900940671166e-41,1.88540430640614e-40,"109","109","adenylate cyclase 3"
"ENSG00000212724",141.923482370956,-2.80062012677893,0.207276558989025,-13.5115139909632,1.33742419901954e-41,1.89551936910032e-40,"730755","730755","keratin associated protein 2-3"
